TID	Name	RA	Dec
5133	HD 198224                          	311.6023147	56.83510371
5134	HD 239510                          	312.8504884	57.06199432
5135	V* V414 Cep                        	311.0918836	56.48840127
5136	V* HK Cep                          	309.885902	56.8176281
5137	V* FL Cep                          	311.7091111	56.90777935
5138	V* UV Cep                          	312.9816949	56.41895493
5139	HD 239457                          	309.0879342	56.0883486
5140	V* V2133 Cyg                       	311.6498474	54.87648585
5141	HD 198895                          	312.7916124	55.48874209
5142	V* V566 Cyg                        	308.8075464	55.98060196
5143	Wolf 1084                          	310.8302226	55.34820599
5144	IRAS 20532+5554                    	313.6566765	56.09271012
5145	IRAS 20326+5552                    	308.4775048	56.04958359
5146	IRAS 20487+5557                    	312.5237632	56.13891737
5147	IRAS 20541+5553                    	313.8843253	56.08887332
5148	V* V732 Cep                        	310.703284	55.32675536
5149	[MK97] 16                          	314.033583	55.84413555
5150	BC 73                              	313.4626985	56.34035757
5151	V* V828 Cep                        	311.5235461	55.70028461
5152	V* UW Cep                          	314.845604	58.8925003
5153	HD 202107                          	317.8507657	57.62040627
5154	IRAS 20543+5826                    	313.8903371	58.62998904
5155	IRAS 20559+5832                    	314.2931783	58.7395291
5156	V* V476 Cep                        	315.1731355	58.08503546
5157	IRAS 21009+5906                    	315.5521475	59.30464531
5158	IRAS 21028+5846                    	316.0318865	58.96719908
5159	IRAS 21033+5644                    	316.1755242	56.95015856
5160	IRAS 21040+5655                    	316.3617558	57.12224947
5161	TYC 3965-197-1                     	316.8870453	58.58818473
5162	V* V339 Cep                        	317.9391815	57.71371644
5163	V* V341 Cep                        	318.3484161	58.04669614
5164	V* V475 Cep                        	313.9479353	58.25480474
5165	LD 311                             	316.716536	58.07892356
5166	V* V478 Cep                        	317.7418759	58.01736477
5167	V* IO Cep                          	317.6277956	57.71906239
5168	BC 277                             	314.4460972	57.5770376
5169	IRAS 21167+5758                    	319.5366254	58.18049358
5170	HD 202214                          	317.9509897	59.98661178
5171	V* V419 Cep                        	318.1968621	60.09799975
5172	HD 239618                          	318.689512	59.76103026
5173	HD 239675                          	321.8208128	59.89161703
5174	V* V426 Cep                        	321.8553223	59.75007654
5175	BD+58 2236                         	318.0401008	58.89355972
5176	V* V427 Cep                        	321.8858585	59.29467457
5177	HD 203025                          	319.3282869	58.61148021
5178	IRAS 21009+5936                    	315.5472779	59.80971903
5179	V* V477 Cep                        	315.8618324	59.97505066
5180	IRAS 21073+5948                    	317.1438478	60.01465474
5181	IRAS 21105+5848                    	317.969106	59.01791011
5182	IRAS 21146+6005                    	318.9910607	60.31029651
5183	IRAS 21149+6059                    	319.0439099	61.20202993
5184	V* V342 Cep                        	319.3750771	58.18690934
5185	LEE 332                            	320.3937643	59.86907571
5186	V* V540 Cep                        	320.8489642	60.29105549
5187	V* V542 Cep                        	321.1635403	59.7176631
5188	HD 203338                          	319.8153518	58.62350959
5189	V* V482 Cep                        	321.0491976	59.46342339
5190	V* UY Cep                          	317.0801301	58.76517614
5191	IRC +60303                         	315.5307081	59.7125384
5192	BD+58 2217                         	315.8821262	59.43063942
5193	V* LP Cep                          	319.9584018	60.72412241
5194	V* NT Cep                          	322.6546755	61.71385428
5195	V* V428 Cep                        	322.6697736	61.83699394
5196	HD 205434                          	323.2544511	62.0024515
5197	V* LU Cep                          	323.8107198	60.90498074
5198	* nu. Cep                          	326.3621866	61.12080553
5199	V* V365 Cep                        	322.6768845	61.55734218
5200	V* V481 Cep                        	319.8634833	61.43690518
5201	V* V539 Cep                        	320.6490699	61.48621913
5202	IRAS 21228+6128                    	321.0353838	61.68269805
5203	V* V483 Cep                        	321.2583549	61.9934001
5204	IRAS 21246+6110                    	321.4736042	61.38944415
5205	V* V546 Cep                        	322.1339104	61.84757374
5206	V* V549 Cep                        	322.5041433	61.69374154
5207	V* V556 Cep                        	323.1793069	60.7147997
5208	V* V486 Cep                        	323.2844174	61.77501335
5209	V* V558 Cep                        	323.5362203	61.23974766
5210	IRAS 21355+5939                    	324.2439419	59.8820874
5211	V* V562 Cep                        	324.2960501	61.08214114
5212	V* V565 Cep                        	324.7493955	61.76992634
5213	V* V570 Cep                        	325.1040443	60.84530468
5214	IRAS 21402+6013                    	325.4106272	60.45282841
5215	IRAS 21453+6038                    	326.7068839	60.87502635
5216	NSV 13818                          	324.5358658	61.51693494
5217	* 9 Cep                            	324.480098	62.0819426
5218	V* V422 Cep                        	319.6351079	61.18439407
5219	V* LQ Cep                          	321.3582951	61.22345419
5220	V* LR Cep                          	322.7201842	61.12151722
5221	V* NU Cep                          	322.98382	61.50011266
5222	NSV 13707                          	321.3720147	60.86286371
5223	NSV 13800                          	323.7210666	60.91675549
5224	NSV 13772                          	322.8383	61.1664
5225	NSV 13805                          	323.8808434	59.94688071
5226	V* V338 Cep                        	326.3842101	61.20818054
5227	V* V507 Cep                        	330.6690796	61.6245725
5228	HD 209112                          	329.7230063	62.69798941
5229	V* V497 Cep                        	328.3606083	62.5869869
5230	HD 208440                          	328.4720738	62.60020837
5231	V* V443 Cep                        	331.115949	62.40763474
5232	HD 208392                          	328.4504049	62.6144165
5233	Case 492                           	330.8386429	62.30802292
5234	C* 3090                            	329.0549283	63.07735727
5235	V* V496 Cep                        	328.0807499	62.81097257
5236	V* V383 Cep                        	327.9485115	61.94291521
5237	HD 207780                          	327.3292109	61.27276019
5238	V* TW Cep                          	328.3068202	61.96916503
5239	IRAS 22029+6150                    	331.1252564	62.07985556
5240	V* V580 Cep                        	326.181992	63.35901409
5241	V* V586 Cep                        	326.4716169	62.00439692
5242	V* V494 Cep                        	327.0741722	62.63541793
5243	V* V597 Cep                        	327.9263298	61.0430916
5244	V* V499 Cep                        	328.8138203	63.72572272
5245	V* V607 Cep                        	328.8635078	61.28727644
5246	V* V606 Cep                        	328.8540676	63.88922319
5247	Case 490                           	329.3976675	61.76860611
5248	V* V618 Cep                        	329.5109267	62.00368748
5249	V* V506 Cep                        	330.4028349	62.99063971
5250	IRAS 22016+6136                    	330.7879858	61.84373509
5251	V* VV Cep                          	329.1630994	63.6255604
5252	V* V498 Cep                        	328.6838332	63.93937825
5253	V* V1501 Cyg                       	327.9480073	55.1362196
5254	V* V500 Cep                        	328.8707382	63.93980861
5255	NSV 14007                          	330.6153356	61.92880251
5256	IRC +60324                         	325.6804762	61.75963059
5257	V* V572 Cep                        	325.2247834	62.08443099
5258	V* V589 Cep                        	326.7346668	61.43829283
5259	V* LX Cep                          	329.4903695	63.1668417
5260	V* LY Cep                          	329.75296	62.58944
5261	NSVS 3384202                       	331.1107218	61.9001248
5262	IRAS 22147+6201                    	334.0952133	62.27834921
5263	BD+62 2030                         	331.2876915	63.08008315
5264	V* V447 Cep                        	332.7481537	63.39958249
5265	HD 211029                          	333.0935415	63.29103292
5266	HD 212882                          	336.4454957	63.32831648
5267	V* TV Cep                          	332.4748047	63.12122498
5268	V* V624 Cep                        	329.8107936	64.37128008
5269	V* V627 Cep                        	329.9190572	63.99100342
5270	IRAS 22028+6334                    	331.0874633	63.82317088
5271	V* V509 Cep                        	331.091012	64.17840328
5272	V* V511 Cep                        	331.6408347	64.6663189
5273	IRAS 22121+6248                    	333.4344278	63.05310646
5274	IRAS 22143+6451                    	333.9778863	65.1089824
5275	V* V657 Cep                        	334.5024506	62.61569273
5276	V* V519 Cep                        	335.6248411	64.15692535
5277	GSC 04271-01011                    	331.6581382	63.75967716
5278	[D75b] Star 85                     	332.1391864	63.5784285
5279	* 18 Cep                           	330.9707401	63.11991956
5280	* 20 Cep                           	331.2520768	62.78566908
5281	V* TU Cep                          	330.6562088	63.23106721
5282	V* TT Cep                          	331.3687359	62.50286919
5283	V* V504 Cep                        	329.6065134	63.72420151
5284	V* V501 Cep                        	329.3585888	64.21353299
5285	BC 174                             	329.621423	63.83520063
5286	NSV 14047                          	332.1020339	62.11429612
5287	NSV 14053                          	332.2167	63.1467
5288	V* BS Cep                          	337.2726754	65.24496616
5289	V* BU Cep                          	338.06467	64.97786
5290	V* RZ Cep                          	339.8049024	64.85850257
5291	V* WX Cep                          	337.8157909	63.52265376
5292	Case 498                           	338.5491855	63.54645984
5293	IRAS 22215+6518                    	335.7779744	65.56767083
5294	V* V670 Cep                        	336.8433692	64.48590722
5295	V* V686 Cep                        	338.4055835	63.58601794
5296	V* V687 Cep                        	338.4799533	63.31492954
